data_label,year,gear,julian,sample_num,region,prob,
EagleSonar,2008,Test Fishery,,306,38,0.06,
EagleSonar,2008,Test Fishery,,306,32,0.03,
EagleSonar,2008,Test Fishery,,306,35,0.02,
EagleSonar,2008,Test Fishery,,306,33,0.02,
EagleSonar,2008,Test Fishery,214,307,34,0.45,
EagleSonar,2008,Test Fishery,214,307,35,0.31,
EagleSonar,2008,Test Fishery,,307,33,0.12,
EagleSonar,2008,Test Fishery,,307,31,0.09,
EagleSonar,2008,Test Fishery,,307,32,0.04,
EagleSonar,2008,Test Fishery,,307,36,0.01,
EagleSonar,2008,Test Fishery,,307,38,0,
EagleSonar,2008,Test Fishery,214,308,31,0.64,
EagleSonar,2008,Test Fishery,214,308,33,0.29,
EagleSonar,2008,Test Fishery,,308,32,0.03,
EagleSonar,2008,Test Fishery,,308,30,0.03,
EagleSonar,2008,Test Fishery,,308,34,0.01,
EagleSonar,2008,Test Fishery,,308,35,0.01,
EagleSonar,2008,Test Fishery,,308,,,
EagleSonar,2008,Test Fishery,214,309,30,0.69,
EagleSonar,2008,Test Fishery,214,309,31,0.24,
EagleSonar,2008,Test Fishery,,309,33,0.06,
EagleSonar,2008,Test Fishery,,309,35,0.01,
EagleSonar,2008,Test Fishery,,309,32,0,
EagleSonar,2008,Test Fishery,,309,34,0,
EagleSonar,2008,Test Fishery,,309,,,
EagleSonar,2008,Test Fishery,214,310,33,0.52,
EagleSonar,2008,Test Fishery,214,310,38,0.24,
EagleSonar,2008,Test Fishery,,310,34,0.14,
EagleSonar,2008,Test Fishery,,310,32,0.07,
EagleSonar,2008,Test Fishery,,310,31,0.03,
EagleSonar,2008,Test Fishery,,310,35,0,
EagleSonar,2008,Test Fishery,,310,36,0,
EagleSonar,2008,Test Fishery,214,311,33,0.54,
EagleSonar,2008,Test Fishery,214,311,31,0.41,
EagleSonar,2008,Test Fishery,,311,32,0.03,
EagleSonar,2008,Test Fishery,,311,35,0.01,
EagleSonar,2008,Test Fishery,,311,34,0.01,
EagleSonar,2008,Test Fishery,,311,38,0,
EagleSonar,2008,Test Fishery,,311,,,
EagleSonar,2008,Test Fishery,214,312,38,0.36,
EagleSonar,2008,Test Fishery,214,312,34,0.24,
EagleSonar,2008,Test Fishery,,312,35,0.14,
EagleSonar,2008,Test Fishery,,312,33,0.12,
EagleSonar,2008,Test Fishery,,312,31,0.07,
EagleSonar,2008,Test Fishery,,312,32,0.04,
EagleSonar,2008,Test Fishery,,312,36,0.02,
EagleSonar,2008,Test Fishery,214,313,31,0.87,
EagleSonar,2008,Test Fishery,214,313,33,0.11,
EagleSonar,2008,Test Fishery,,313,32,0.02,
EagleSonar,2008,Test Fishery,,313,34,0,
EagleSonar,2008,Test Fishery,,313,35,0,
EagleSonar,2008,Test Fishery,,313,30,0,
EagleSonar,2008,Test Fishery,,313,,,
EagleSonar,2008,Test Fishery,214,314,31,0.55,
EagleSonar,2008,Test Fishery,214,314,33,0.29,
EagleSonar,2008,Test Fishery,,314,32,0.08,
EagleSonar,2008,Test Fishery,,314,35,0.06,
EagleSonar,2008,Test Fishery,,314,34,0.01,
EagleSonar,2008,Test Fishery,,314,30,0,
EagleSonar,2008,Test Fishery,,314,38,0,
EagleSonar,2008,Test Fishery,214,315,34,0.9,
EagleSonar,2008,Test Fishery,214,315,35,0.05,
EagleSonar,2008,Test Fishery,,315,38,0.04,
EagleSonar,2008,Test Fishery,,315,32,0,
EagleSonar,2008,Test Fishery,,315,31,0,
EagleSonar,2008,Test Fishery,,315,33,0,
EagleSonar,2008,Test Fishery,,315,,,
EagleSonar,2008,Test Fishery,214,316,31,0.59,
EagleSonar,2008,Test Fishery,214,316,33,0.19,
EagleSonar,2008,Test Fishery,,316,32,0.14,
EagleSonar,2008,Test Fishery,,316,34,0.03,
EagleSonar,2008,Test Fishery,,316,38,0.03,
EagleSonar,2008,Test Fishery,,316,35,0.01,
EagleSonar,2008,Test Fishery,,316,36,0,
EagleSonar,2008,Test Fishery,214,317,33,0.5,
EagleSonar,2008,Test Fishery,214,317,31,0.44,
EagleSonar,2008,Test Fishery,,317,35,0.05,
EagleSonar,2008,Test Fishery,,317,32,0.01,
EagleSonar,2008,Test Fishery,,317,34,0,
EagleSonar,2008,Test Fishery,,317,36,0,
EagleSonar,2008,Test Fishery,,317,30,0,
EagleSonar,2008,Test Fishery,215,318,33,0.62,
EagleSonar,2008,Test Fishery,215,318,31,0.35,
EagleSonar,2008,Test Fishery,,318,32,0.03,
EagleSonar,2008,Test Fishery,,318,35,0.01,
EagleSonar,2008,Test Fishery,,318,,,
EagleSonar,2008,Test Fishery,,318,,,
EagleSonar,2008,Test Fishery,,318,,,
EagleSonar,2008,Test Fishery,215,319,33,0.74,
EagleSonar,2008,Test Fishery,215,319,32,0.1,
EagleSonar,2008,Test Fishery,,319,34,0.1,
EagleSonar,2008,Test Fishery,,319,31,0.03,
EagleSonar,2008,Test Fishery,,319,35,0.02,
EagleSonar,2008,Test Fishery,,319,30,0,
EagleSonar,2008,Test Fishery,,319,38,0,
EagleSonar,2008,Test Fishery,215,320,34,0.96,
EagleSonar,2008,Test Fishery,215,320,36,0.01,
EagleSonar,2008,Test Fishery,,320,32,0.01,
EagleSonar,2008,Test Fishery,,320,38,0.01,
EagleSonar,2008,Test Fishery,,320,31,0.01,
EagleSonar,2008,Test Fishery,,320,35,0,
EagleSonar,2008,Test Fishery,,320,33,0,
EagleSonar,2008,Test Fishery,215,321,33,0.62,
EagleSonar,2008,Test Fishery,215,321,31,0.34,
EagleSonar,2008,Test Fishery,,321,30,0.02,
EagleSonar,2008,Test Fishery,,321,34,0.01,
EagleSonar,2008,Test Fishery,,321,32,0.01,
EagleSonar,2008,Test Fishery,,321,36,0,
EagleSonar,2008,Test Fishery,,321,35,0,
EagleSonar,2008,Test Fishery,215,322,33,0.76,
EagleSonar,2008,Test Fishery,215,322,31,0.12,
EagleSonar,2008,Test Fishery,,322,30,0.08,
EagleSonar,2008,Test Fishery,,322,32,0.03,
EagleSonar,2008,Test Fishery,,322,38,0.01,
EagleSonar,2008,Test Fishery,,322,35,0.01,
EagleSonar,2008,Test Fishery,,322,34,0,
EagleSonar,2008,Test Fishery,215,323,32,0.37,
EagleSonar,2008,Test Fishery,215,323,35,0.34,
EagleSonar,2008,Test Fishery,,323,36,0.26,
EagleSonar,2008,Test Fishery,,323,34,0.02,
EagleSonar,2008,Test Fishery,,323,31,0.01,
EagleSonar,2008,Test Fishery,,323,33,0,
EagleSonar,2008,Test Fishery,,323,,,
EagleSonar,2008,Test Fishery,215,324,34,0.68,
EagleSonar,2008,Test Fishery,215,324,33,0.08,
EagleSonar,2008,Test Fishery,,324,31,0.07,
EagleSonar,2008,Test Fishery,,324,38,0.06,
EagleSonar,2008,Test Fishery,,324,35,0.05,
EagleSonar,2008,Test Fishery,,324,32,0.05,
EagleSonar,2008,Test Fishery,,324,36,0.01,
EagleSonar,2008,Test Fishery,215,325,33,0.48,
EagleSonar,2008,Test Fishery,215,325,31,0.3,
EagleSonar,2008,Test Fishery,,325,32,0.19,
EagleSonar,2008,Test Fishery,,325,35,0.02,
EagleSonar,2008,Test Fishery,,325,34,0,
EagleSonar,2008,Test Fishery,,325,38,0,
EagleSonar,2008,Test Fishery,,325,,,
EagleSonar,2008,Test Fishery,215,326,33,0.65,
EagleSonar,2008,Test Fishery,215,326,31,0.34,
EagleSonar,2008,Test Fishery,,326,32,0.02,
EagleSonar,2008,Test Fishery,,326,35,0,
EagleSonar,2008,Test Fishery,,326,34,0,
EagleSonar,2008,Test Fishery,,326,,,
EagleSonar,2008,Test Fishery,,326,,,
EagleSonar,2008,Test Fishery,215,327,33,0.49,
EagleSonar,2008,Test Fishery,215,327,31,0.23,
EagleSonar,2008,Test Fishery,,327,34,0.15,
EagleSonar,2008,Test Fishery,,327,35,0.07,
EagleSonar,2008,Test Fishery,,327,32,0.04,
EagleSonar,2008,Test Fishery,,327,30,0.02,
EagleSonar,2008,Test Fishery,,327,38,0,
EagleSonar,2008,Test Fishery,215,328,33,0.69,
EagleSonar,2008,Test Fishery,215,328,35,0.29,
EagleSonar,2008,Test Fishery,,328,31,0.02,
EagleSonar,2008,Test Fishery,,328,32,0,
EagleSonar,2008,Test Fishery,,328,38,0,
EagleSonar,2008,Test Fishery,,328,34,0,
EagleSonar,2008,Test Fishery,,328,30,0,
EagleSonar,2008,Test Fishery,215,329,30,0.99,
EagleSonar,2008,Test Fishery,215,329,33,0.01,
EagleSonar,2008,Test Fishery,,329,31,0,
EagleSonar,2008,Test Fishery,,329,32,0,
EagleSonar,2008,Test Fishery,,329,34,0,
EagleSonar,2008,Test Fishery,,329,38,0,
EagleSonar,2008,Test Fishery,,329,,,
EagleSonar,2008,Test Fishery,215,330,33,0.87,
EagleSonar,2008,Test Fishery,215,330,31,0.12,
EagleSonar,2008,Test Fishery,,330,32,0.01,
EagleSonar,2008,Test Fishery,,330,35,0,
EagleSonar,2008,Test Fishery,,330,38,0,
EagleSonar,2008,Test Fishery,,330,36,0,
EagleSonar,2008,Test Fishery,,330,34,0,
EagleSonar,2008,Test Fishery,215,331,33,0.63,
EagleSonar,2008,Test Fishery,215,331,31,0.32,
EagleSonar,2008,Test Fishery,,331,35,0.03,
EagleSonar,2008,Test Fishery,,331,32,0.02,
EagleSonar,2008,Test Fishery,,331,30,0,
EagleSonar,2008,Test Fishery,,331,34,0,
EagleSonar,2008,Test Fishery,,331,38,0,
EagleSonar,2008,Test Fishery,215,332,34,0.85,
EagleSonar,2008,Test Fishery,215,332,38,0.05,
EagleSonar,2008,Test Fishery,,332,33,0.04,
EagleSonar,2008,Test Fishery,,332,32,0.02,
EagleSonar,2008,Test Fishery,,332,36,0.02,
EagleSonar,2008,Test Fishery,,332,31,0.01,
EagleSonar,2008,Test Fishery,,332,35,0,
EagleSonar,2008,Test Fishery,215,333,33,0.65,
EagleSonar,2008,Test Fishery,215,333,31,0.34,
EagleSonar,2008,Test Fishery,,333,32,0.02,
EagleSonar,2008,Test Fishery,,333,30,0,
EagleSonar,2008,Test Fishery,,333,35,0,
EagleSonar,2008,Test Fishery,,333,34,0,
EagleSonar,2008,Test Fishery,,333,,,
EagleSonar,2008,Test Fishery,215,334,33,0.86,
EagleSonar,2008,Test Fishery,215,334,31,0.11,
EagleSonar,2008,Test Fishery,,334,30,0.02,
EagleSonar,2008,Test Fishery,,334,38,0,
EagleSonar,2008,Test Fishery,,334,32,0,
EagleSonar,2008,Test Fishery,,334,34,0,
EagleSonar,2008,Test Fishery,,334,35,0,
EagleSonar,2008,Test Fishery,215,335,31,0.45,
EagleSonar,2008,Test Fishery,215,335,32,0.39,
EagleSonar,2008,Test Fishery,,335,33,0.05,
EagleSonar,2008,Test Fishery,,335,35,0.04,
EagleSonar,2008,Test Fishery,,335,34,0.04,
EagleSonar,2008,Test Fishery,,335,38,0.04,
EagleSonar,2008,Test Fishery,,335,36,0,
EagleSonar,2008,Test Fishery,216,336,34,0.87,
EagleSonar,2008,Test Fishery,216,336,35,0.1,
EagleSonar,2008,Test Fishery,,336,31,0.02,
EagleSonar,2008,Test Fishery,,336,32,0.01,
EagleSonar,2008,Test Fishery,,336,33,0,
EagleSonar,2008,Test Fishery,,336,38,0,
EagleSonar,2008,Test Fishery,,336,,,
EagleSonar,2008,Test Fishery,216,337,34,0.43,
EagleSonar,2008,Test Fishery,216,337,33,0.38,
EagleSonar,2008,Test Fishery,,337,31,0.1,
EagleSonar,2008,Test Fishery,,337,32,0.06,
EagleSonar,2008,Test Fishery,,337,38,0.02,
EagleSonar,2008,Test Fishery,,337,35,0.01,
EagleSonar,2008,Test Fishery,,337,,,
EagleSonar,2008,Test Fishery,216,338,31,0.66,
EagleSonar,2008,Test Fishery,216,338,33,0.3,
EagleSonar,2008,Test Fishery,,338,35,0.04,
EagleSonar,2008,Test Fishery,,338,34,0,
EagleSonar,2008,Test Fishery,,338,32,0,
EagleSonar,2008,Test Fishery,,338,38,0,
EagleSonar,2008,Test Fishery,,338,,,
EagleSonar,2008,Test Fishery,216,339,33,0.86,
EagleSonar,2008,Test Fishery,216,339,31,0.1,
EagleSonar,2008,Test Fishery,,339,34,0.02,
EagleSonar,2008,Test Fishery,,339,32,0.01,
EagleSonar,2008,Test Fishery,,339,35,0.01,
EagleSonar,2008,Test Fishery,,339,38,0,
EagleSonar,2008,Test Fishery,,339,30,0,
EagleSonar,2008,Test Fishery,216,340,33,0.34,
EagleSonar,2008,Test Fishery,216,340,31,0.27,
EagleSonar,2008,Test Fishery,,340,34,0.15,
EagleSonar,2008,Test Fishery,,340,35,0.13,
EagleSonar,2008,Test Fishery,,340,32,0.07,
EagleSonar,2008,Test Fishery,,340,36,0.04,
EagleSonar,2008,Test Fishery,,340,38,0,
EagleSonar,2008,Test Fishery,216,341,34,0.38,
EagleSonar,2008,Test Fishery,216,341,38,0.31,
EagleSonar,2008,Test Fishery,,341,32,0.17,
EagleSonar,2008,Test Fishery,,341,33,0.08,
EagleSonar,2008,Test Fishery,,341,31,0.05,
EagleSonar,2008,Test Fishery,,341,35,0,
EagleSonar,2008,Test Fishery,,341,30,0,
EagleSonar,2008,Test Fishery,216,342,33,0.61,
EagleSonar,2008,Test Fishery,216,342,31,0.39,
EagleSonar,2008,Test Fishery,,342,32,0,
EagleSonar,2008,Test Fishery,,342,34,0,
EagleSonar,2008,Test Fishery,,342,,,
EagleSonar,2008,Test Fishery,,342,,,
EagleSonar,2008,Test Fishery,,342,,,
EagleSonar,2008,Test Fishery,216,343,33,0.66,
EagleSonar,2008,Test Fishery,216,343,31,0.12,
EagleSonar,2008,Test Fishery,,343,30,0.09,
EagleSonar,2008,Test Fishery,,343,34,0.08,
EagleSonar,2008,Test Fishery,,343,32,0.04,
EagleSonar,2008,Test Fishery,,343,35,0.02,
EagleSonar,2008,Test Fishery,,343,,,
EagleSonar,2008,Test Fishery,216,344,33,0.82,
EagleSonar,2008,Test Fishery,216,344,31,0.12,
EagleSonar,2008,Test Fishery,,344,35,0.02,
EagleSonar,2008,Test Fishery,,344,38,0.02,
EagleSonar,2008,Test Fishery,,344,32,0.01,
EagleSonar,2008,Test Fishery,,344,34,0,
EagleSonar,2008,Test Fishery,,344,,,
EagleSonar,2008,Test Fishery,216,345,33,0.78,
EagleSonar,2008,Test Fishery,216,345,31,0.21,
EagleSonar,2008,Test Fishery,,345,34,0,
EagleSonar,2008,Test Fishery,,345,32,0,
EagleSonar,2008,Test Fishery,,345,30,0,
EagleSonar,2008,Test Fishery,,345,38,0,
EagleSonar,2008,Test Fishery,,345,,,
EagleSonar,2008,Test Fishery,216,346,33,0.68,
EagleSonar,2008,Test Fishery,216,346,31,0.29,
EagleSonar,2008,Test Fishery,,346,32,0.02,
EagleSonar,2008,Test Fishery,,346,30,0,
EagleSonar,2008,Test Fishery,,346,,,
EagleSonar,2008,Test Fishery,,346,,,
EagleSonar,2008,Test Fishery,,346,,,
EagleSonar,2008,Test Fishery,216,347,34,0.35,
EagleSonar,2008,Test Fishery,216,347,31,0.24,
EagleSonar,2008,Test Fishery,,347,38,0.22,
EagleSonar,2008,Test Fishery,,347,32,0.15,
EagleSonar,2008,Test Fishery,,347,33,0.04,
EagleSonar,2008,Test Fishery,,347,36,0,
EagleSonar,2008,Test Fishery,,347,35,0,
EagleSonar,2008,Test Fishery,217,348,32,0.52,
EagleSonar,2008,Test Fishery,217,348,33,0.29,
EagleSonar,2008,Test Fishery,,348,31,0.07,
EagleSonar,2008,Test Fishery,,348,34,0.05,
EagleSonar,2008,Test Fishery,,348,35,0.04,
EagleSonar,2008,Test Fishery,,348,30,0.02,
EagleSonar,2008,Test Fishery,,348,38,0.01,
EagleSonar,2008,Test Fishery,217,349,31,0.67,
EagleSonar,2008,Test Fishery,217,349,33,0.31,
EagleSonar,2008,Test Fishery,,349,34,0.01,
EagleSonar,2008,Test Fishery,,349,32,0,
EagleSonar,2008,Test Fishery,,349,35,0,
EagleSonar,2008,Test Fishery,,349,38,0,
EagleSonar,2008,Test Fishery,,349,,,
EagleSonar,2008,Test Fishery,217,350,30,0.87,
EagleSonar,2008,Test Fishery,217,350,33,0.11,
EagleSonar,2008,Test Fishery,,350,31,0.02,
EagleSonar,2008,Test Fishery,,350,32,0,
EagleSonar,2008,Test Fishery,,350,,,
EagleSonar,2008,Test Fishery,,350,,,
EagleSonar,2008,Test Fishery,,350,,,
EagleSonar,2008,Test Fishery,217,351,33,0.54,
EagleSonar,2008,Test Fishery,217,351,31,0.22,
EagleSonar,2008,Test Fishery,,351,32,0.17,
EagleSonar,2008,Test Fishery,,351,34,0.03,
EagleSonar,2008,Test Fishery,,351,38,0.03,
EagleSonar,2008,Test Fishery,,351,35,0.02,
EagleSonar,2008,Test Fishery,,351,,,
EagleSonar,2008,Test Fishery,217,352,31,0.5,
EagleSonar,2008,Test Fishery,217,352,33,0.38,
EagleSonar,2008,Test Fishery,,352,32,0.08,
EagleSonar,2008,Test Fishery,,352,35,0.04,
EagleSonar,2008,Test Fishery,,352,34,0,
EagleSonar,2008,Test Fishery,,352,36,0,
EagleSonar,2008,Test Fishery,,352,,,
EagleSonar,2008,Test Fishery,217,353,33,0.5,
EagleSonar,2008,Test Fishery,217,353,31,0.28,
EagleSonar,2008,Test Fishery,,353,34,0.2,
EagleSonar,2008,Test Fishery,,353,35,0.01,
EagleSonar,2008,Test Fishery,,353,32,0.01,
EagleSonar,2008,Test Fishery,,353,38,0,
EagleSonar,2008,Test Fishery,,353,,,
EagleSonar,2008,Test Fishery,217,354,34,0.98,
EagleSonar,2008,Test Fishery,217,354,33,0.01,
EagleSonar,2008,Test Fishery,,354,31,0.01,
EagleSonar,2008,Test Fishery,,354,32,0.01,
EagleSonar,2008,Test Fishery,,354,35,0,
EagleSonar,2008,Test Fishery,,354,38,0,
EagleSonar,2008,Test Fishery,,354,,,
EagleSonar,2008,Test Fishery,217,355,34,0.98,
EagleSonar,2008,Test Fishery,217,355,32,0.01,
EagleSonar,2008,Test Fishery,,355,33,0,
EagleSonar,2008,Test Fishery,,355,38,0,
EagleSonar,2008,Test Fishery,,355,31,0,
EagleSonar,2008,Test Fishery,,355,35,0,
EagleSonar,2008,Test Fishery,,355,,,
EagleSonar,2008,Test Fishery,217,356,33,0.73,
EagleSonar,2008,Test Fishery,217,356,31,0.15,
EagleSonar,2008,Test Fishery,,356,35,0.04,
EagleSonar,2008,Test Fishery,,356,32,0.04,
EagleSonar,2008,Test Fishery,,356,34,0.02,
EagleSonar,2008,Test Fishery,,356,30,0.01,
EagleSonar,2008,Test Fishery,,356,38,0,
EagleSonar,2008,Test Fishery,217,357,31,0.46,
EagleSonar,2008,Test Fishery,217,357,33,0.34,
EagleSonar,2008,Test Fishery,,357,32,0.1,
EagleSonar,2008,Test Fishery,,357,35,0.06,
EagleSonar,2008,Test Fishery,,357,30,0.03,
EagleSonar,2008,Test Fishery,,357,34,0,
EagleSonar,2008,Test Fishery,,357,,,
EagleSonar,2008,Test Fishery,218,358,31,0.8,
EagleSonar,2008,Test Fishery,218,358,33,0.09,
EagleSonar,2008,Test Fishery,,358,32,0.08,
EagleSonar,2008,Test Fishery,,358,34,0.02,
EagleSonar,2008,Test Fishery,,358,35,0.01,
EagleSonar,2008,Test Fishery,,358,36,0,
EagleSonar,2008,Test Fishery,,358,38,0,
EagleSonar,2008,Test Fishery,218,359,35,0.8,
EagleSonar,2008,Test Fishery,218,359,34,0.14,
EagleSonar,2008,Test Fishery,,359,31,0.02,
EagleSonar,2008,Test Fishery,,359,33,0.02,
EagleSonar,2008,Test Fishery,,359,38,0.01,
EagleSonar,2008,Test Fishery,,359,32,0.01,
EagleSonar,2008,Test Fishery,,359,36,0,
EagleSonar,2008,Test Fishery,218,360,33,0.72,
EagleSonar,2008,Test Fishery,218,360,30,0.14,
EagleSonar,2008,Test Fishery,,360,31,0.13,
EagleSonar,2008,Test Fishery,,360,35,0.01,
EagleSonar,2008,Test Fishery,,360,32,0.01,
EagleSonar,2008,Test Fishery,,360,34,0,
EagleSonar,2008,Test Fishery,,360,36,0,
EagleSonar,2008,Test Fishery,218,361,30,0.84,
EagleSonar,2008,Test Fishery,218,361,33,0.09,
EagleSonar,2008,Test Fishery,,361,32,0.04,
EagleSonar,2008,Test Fishery,,361,31,0.03,
EagleSonar,2008,Test Fishery,,361,35,0,
EagleSonar,2008,Test Fishery,,361,34,0,
EagleSonar,2008,Test Fishery,,361,,,
EagleSonar,2008,Test Fishery,218,362,33,0.42,
EagleSonar,2008,Test Fishery,218,362,32,0.39,
EagleSonar,2008,Test Fishery,,362,31,0.17,
EagleSonar,2008,Test Fishery,,362,35,0.03,
EagleSonar,2008,Test Fishery,,362,34,0,
EagleSonar,2008,Test Fishery,,362,30,0,
EagleSonar,2008,Test Fishery,,362,,,
EagleSonar,2008,Test Fishery,218,363,31,0.43,
EagleSonar,2008,Test Fishery,218,363,33,0.4,
EagleSonar,2008,Test Fishery,,363,32,0.14,
EagleSonar,2008,Test Fishery,,363,34,0.03,
EagleSonar,2008,Test Fishery,,363,35,0,
EagleSonar,2008,Test Fishery,,363,30,0,
EagleSonar,2008,Test Fishery,,363,38,0,
EagleSonar,2008,Test Fishery,218,364,33,0.32,
EagleSonar,2008,Test Fishery,218,364,31,0.3,
EagleSonar,2008,Test Fishery,,364,32,0.24,
EagleSonar,2008,Test Fishery,,364,35,0.12,
EagleSonar,2008,Test Fishery,,364,34,0.01,
EagleSonar,2008,Test Fishery,,364,38,0,
EagleSonar,2008,Test Fishery,,364,36,0,
EagleSonar,2008,Test Fishery,218,365,31,0.65,
EagleSonar,2008,Test Fishery,218,365,33,0.33,
EagleSonar,2008,Test Fishery,,365,32,0.01,
EagleSonar,2008,Test Fishery,,365,35,0.01,
EagleSonar,2008,Test Fishery,,365,34,0,
EagleSonar,2008,Test Fishery,,365,,,
EagleSonar,2008,Test Fishery,,365,,,
EagleSonar,2008,Test Fishery,218,366,31,0.73,
EagleSonar,2008,Test Fishery,218,366,32,0.2,
EagleSonar,2008,Test Fishery,,366,34,0.05,
EagleSonar,2008,Test Fishery,,366,35,0.01,
EagleSonar,2008,Test Fishery,,366,33,0.01,
EagleSonar,2008,Test Fishery,,366,38,0,
EagleSonar,2008,Test Fishery,,366,30,0,
EagleSonar,2008,Test Fishery,218,367,33,0.68,
EagleSonar,2008,Test Fishery,218,367,31,0.26,
EagleSonar,2008,Test Fishery,,367,32,0.06,
EagleSonar,2008,Test Fishery,,367,34,0.01,
EagleSonar,2008,Test Fishery,,367,35,0,
EagleSonar,2008,Test Fishery,,367,,,
EagleSonar,2008,Test Fishery,,367,,,
EagleSonar,2008,Test Fishery,218,368,31,0.56,
EagleSonar,2008,Test Fishery,218,368,33,0.22,
EagleSonar,2008,Test Fishery,,368,35,0.2,
EagleSonar,2008,Test Fishery,,368,32,0.01,
EagleSonar,2008,Test Fishery,,368,30,0.01,
EagleSonar,2008,Test Fishery,,368,38,0,
EagleSonar,2008,Test Fishery,,368,34,0,
EagleSonar,2008,Test Fishery,218,369,36,0.99,
EagleSonar,2008,Test Fishery,218,369,35,0,
EagleSonar,2008,Test Fishery,,369,33,0,
EagleSonar,2008,Test Fishery,,369,31,0,
EagleSonar,2008,Test Fishery,,369,34,0,
EagleSonar,2008,Test Fishery,,369,32,0,
EagleSonar,2008,Test Fishery,,369,38,0,
EagleSonar,2008,Test Fishery,218,370,31,0.49,
EagleSonar,2008,Test Fishery,218,370,34,0.27,
EagleSonar,2008,Test Fishery,,370,33,0.16,
EagleSonar,2008,Test Fishery,,370,35,0.08,
EagleSonar,2008,Test Fishery,,370,32,0,
EagleSonar,2008,Test Fishery,,370,30,0,
EagleSonar,2008,Test Fishery,,370,38,0,
EagleSonar,2008,Test Fishery,218,371,35,0.3,
EagleSonar,2008,Test Fishery,218,371,33,0.24,
EagleSonar,2008,Test Fishery,,371,31,0.19,
EagleSonar,2008,Test Fishery,,371,30,0.16,
EagleSonar,2008,Test Fishery,,371,34,0.05,
EagleSonar,2008,Test Fishery,,371,36,0.03,
EagleSonar,2008,Test Fishery,,371,32,0.02,
EagleSonar,2008,Test Fishery,218,372,31,0.64,
EagleSonar,2008,Test Fishery,218,372,33,0.34,
EagleSonar,2008,Test Fishery,,372,32,0.01,
EagleSonar,2008,Test Fishery,,372,35,0.01,
EagleSonar,2008,Test Fishery,,372,34,0,
EagleSonar,2008,Test Fishery,,372,38,0,
EagleSonar,2008,Test Fishery,,372,,,
EagleSonar,2008,Test Fishery,218,373,35,0.56,
EagleSonar,2008,Test Fishery,218,373,33,0.29,
EagleSonar,2008,Test Fishery,,373,32,0.06,
EagleSonar,2008,Test Fishery,,373,31,0.05,
EagleSonar,2008,Test Fishery,,373,30,0.04,
EagleSonar,2008,Test Fishery,,373,34,0.01,
EagleSonar,2008,Test Fishery,,373,36,0,
EagleSonar,2008,Test Fishery,218,374,33,0.58,
EagleSonar,2008,Test Fishery,218,374,31,0.38,
EagleSonar,2008,Test Fishery,,374,32,0.03,
EagleSonar,2008,Test Fishery,,374,35,0,
EagleSonar,2008,Test Fishery,,374,34,0,
EagleSonar,2008,Test Fishery,,374,,,
EagleSonar,2008,Test Fishery,,374,,,
EagleSonar,2008,Test Fishery,218,375,33,0.94,
EagleSonar,2008,Test Fishery,218,375,32,0.04,
EagleSonar,2008,Test Fishery,,375,31,0.01,
EagleSonar,2008,Test Fishery,,375,34,0.01,
EagleSonar,2008,Test Fishery,,375,30,0,
EagleSonar,2008,Test Fishery,,375,35,0,
EagleSonar,2008,Test Fishery,,375,,,
EagleSonar,2008,Test Fishery,219,376,32,0.46,
EagleSonar,2008,Test Fishery,219,376,31,0.3,
EagleSonar,2008,Test Fishery,,376,33,0.1,
EagleSonar,2008,Test Fishery,,376,35,0.08,
EagleSonar,2008,Test Fishery,,376,34,0.05,
EagleSonar,2008,Test Fishery,,376,36,0,
EagleSonar,2008,Test Fishery,,376,38,0,
EagleSonar,2008,Test Fishery,219,377,33,0.87,
EagleSonar,2008,Test Fishery,219,377,31,0.12,
EagleSonar,2008,Test Fishery,,377,32,0.01,
EagleSonar,2008,Test Fishery,,377,30,0,
EagleSonar,2008,Test Fishery,,377,,,
EagleSonar,2008,Test Fishery,,377,,,
EagleSonar,2008,Test Fishery,,377,,,
EagleSonar,2008,Test Fishery,219,378,35,0.4,
EagleSonar,2008,Test Fishery,219,378,31,0.3,
EagleSonar,2008,Test Fishery,,378,33,0.29,
EagleSonar,2008,Test Fishery,,378,34,0,
EagleSonar,2008,Test Fishery,,378,32,0,
EagleSonar,2008,Test Fishery,,378,38,0,
EagleSonar,2008,Test Fishery,,378,,,
EagleSonar,2008,Test Fishery,219,379,33,0.52,
EagleSonar,2008,Test Fishery,219,379,31,0.3,
EagleSonar,2008,Test Fishery,,379,35,0.08,
EagleSonar,2008,Test Fishery,,379,32,0.08,
EagleSonar,2008,Test Fishery,,379,34,0.01,
EagleSonar,2008,Test Fishery,,379,38,0,
EagleSonar,2008,Test Fishery,,379,30,0,
EagleSonar,2008,Test Fishery,219,380,38,0.55,
EagleSonar,2008,Test Fishery,219,380,35,0.26,
EagleSonar,2008,Test Fishery,,380,34,0.09,
EagleSonar,2008,Test Fishery,,380,33,0.08,
EagleSonar,2008,Test Fishery,,380,31,0.01,
EagleSonar,2008,Test Fishery,,380,36,0.01,
EagleSonar,2008,Test Fishery,,380,32,0.01,
EagleSonar,2008,Test Fishery,219,381,31,0.93,
EagleSonar,2008,Test Fishery,219,381,32,0.06,
EagleSonar,2008,Test Fishery,,381,34,0.01,
EagleSonar,2008,Test Fishery,,381,35,0,
EagleSonar,2008,Test Fishery,,381,33,0,
EagleSonar,2008,Test Fishery,,381,,,
EagleSonar,2008,Test Fishery,,381,,,
